SSID,BSSID,PHY,CHANNEL,FREQUENCY,RSSI(dBm),SNR(dB)
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,13
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,13
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,13
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,23
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,23
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,23
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,23
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,13
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,13
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,13
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-74,24
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-74,24
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-74,24
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-74,24
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,13
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,13
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,13
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-74,24
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-74,24
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-74,24
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,23
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,13
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-84,14
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-84,14
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,23
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,23
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-74,24
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,23
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-86,12
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-86,12
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,13
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,23
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,23
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,23
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,23
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-84,14
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-84,14
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-84,14
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,23
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-74,24
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,23
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-74,24
GUEST,04:e7:95:1d:b4:c1,802.11a,128,5640,-91,7
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,13
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,13
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,13
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,22
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-76,22
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,22
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,22
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-86,12
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-86,12
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-86,12
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,22
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-76,22
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,22
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,22
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-86,12
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,13
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,13
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,23
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,23
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,23
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,23
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-86,12
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,13
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,13
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,23
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,23
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,23
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,23
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,12
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,12
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,12
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-74,23
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-74,23
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-74,23
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-74,23
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-84,13
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,12
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,12
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,22
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,22
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-74,23
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-74,23
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-84,13
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-84,13
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-84,13
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,22
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,22
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,22
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,22
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-84,13
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-84,13
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-84,13
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-74,23
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-74,23
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-74,23
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,22
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,12
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,12
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-84,13
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-74,23
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-74,23
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-74,23
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-74,23
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-84,13
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-84,13
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-84,13
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,22
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-74,23
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-74,23
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,12
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-84,13
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,12
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,22
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,22
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,22
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,12
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-84,13
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,12
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,22
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,22
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,22
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,22
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,12
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,12
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,12
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,22
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,22
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,22
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,22
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,12
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,12
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,12
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,22
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-89,8
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,22
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,22
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,11
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,11
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,11
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-74,22
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,21
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,21
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,21
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-86,10
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-86,10
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-86,10
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,21
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,21
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,21
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,21
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,11
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-86,10
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,11
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,21
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,21
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,21
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,21
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,11
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,11
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,11
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,20
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,21
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,21
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,21
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,11
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,11
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,11
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-74,22
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-74,22
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-74,22
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,21
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,11
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,11
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,11
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-74,22
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-74,22
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-74,22
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-74,22
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,11
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,11
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,11
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-74,22
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-74,22
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-74,22
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-74,22
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-86,10
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,11
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,11
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,21
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-74,22
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-74,22
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,21
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,11
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,11
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-86,10
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-74,22
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-74,22
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-74,22
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-74,22
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,10
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-86,9
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-74,21
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-74,21
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,20
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,20
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,10
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,10
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,10
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-74,21
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-74,21
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-74,21
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-74,21
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,10
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,10
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,10
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,20
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,20
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,20
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,20
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-74,21
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-74,21
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-74,21
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,10
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,10
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,10
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,20
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,20
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,20
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,20
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,10
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,10
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,10
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,20
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,20
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-74,21
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-74,21
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,10
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,10
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,10
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,20
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,20
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,20
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,20
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-84,11
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,10
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,10
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,20
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,20
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,20
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,20
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,10
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,10
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,10
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,20
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-74,21
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-74,21
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-74,21
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,10
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,10
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,10
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,19
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-76,19
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,19
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,19
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,9
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,9
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,9
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,19
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,19
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,19
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,19
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-86,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,9
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,9
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,19
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,19
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,19
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,19
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-86,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,9
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,9
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-74,20
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-74,20
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-74,20
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,19
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,9
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-83,11
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-83,11
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,19
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,19
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,19
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,19
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,9
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,9
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,9
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,19
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,19
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,19
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,19
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,9
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,9
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,9
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,19
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,19
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,19
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,19
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,9
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,9
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,9
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,19
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,19
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,19
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,19
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,9
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,9
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,9
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-74,20
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,19
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,19
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,19
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,9
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,9
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,9
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,19
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,19
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,19
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-74,20
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,9
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,9
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,9
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-74,20
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-74,20
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,19
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,19
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,9
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,9
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,9
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,18
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-76,18
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,18
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,18
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,9
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,9
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,9
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,19
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,19
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,19
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-74,20
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,9
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-86,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-86,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,19
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,19
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,19
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,19
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,9
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,9
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-86,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,19
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,19
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,19
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-74,20
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,9
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,9
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,9
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,18
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-76,18
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,18
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,18
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,9
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,9
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,9
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,18
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-76,18
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,18
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,18
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-86,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,9
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,9
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,18
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-76,18
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,18
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,18
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,9
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,9
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,18
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,19
